광역시코드,총세대수,전용면적,세대수,임대보증금,월임대료
41,375,36.78,63,24294000,165990
41,375,36.76,28,24294000,165990
41,2289,51.94,367,55558000,348700
41,2289,46.75,670,42909000,291970
41,2289,36.87,756,26122000,178480
41,2289,36.76,160,26122000,178480
41,2289,26.95,336,18557000,126470
41,710,46.22,40,22491000,177380
41,710,45.88,440,22491000,177380
41,710,36.38,174,17701000,104540
41,710,36.02,56,17701000,104540
41,389,51.88,309,23560000,280540
41,389,51.67,80,23466000,279410
41,341,49.89,40,19778000,199500
41,341,49.33,301,19556000,198970
41,556,51.93,98,27690000,230250
41,556,46.9,147,22330000,185870
41,556,39.72,194,15985000,133100
41,556,39.48,117,15806000,131910
41,323,51.93,108,27690000,230250
41,323,46.9,66,22330000,185870
41,323,39.72,119,15985000,133100
41,323,39.48,30,15806000,131910
41,506,46.9,57,22330000,185870
41,506,39.72,112,15985000,133100
41,506,39.48,57,15806000,131910
41,506,36.65,280,13671000,113910
41,438,51.93,148,27690000,230250
41,438,46.9,141,22330000,185870
41,438,39.72,50,15985000,133100
41,438,39.48,99,15806000,131910
41,539,46.9,78,22330000,185870
41,539,39.72,115,15985000,133100
41,539,39.48,78,15806000,131910
41,539,36.65,268,13671000,113910
41,591,46.9,156,22330000,185870
41,591,39.72,102,15985000,133100
41,591,39.48,69,15806000,131910
41,591,36.65,264,13671000,113910
41,234,46.88,64,38806000,263590
41,234,46.82,18,38806000,263590
41,234,36.6,152,17886000,200830
41,847,46.13,114,37210000,259000
41,847,37.01,313,23852000,202000
41,847,26.02,420,12394000,143000
41,1292,46.2,296,39430000,250350
41,1292,37.45,608,25741000,193330
41,1292,26.79,358,13554000,139380
41,1292,26.68,30,13429000,138590
41,528,46.73,194,44229000,269010
41,528,37.58,232,27150000,206080
41,528,26.91,80,14188000,148270
41,528,26.9,22,14183000,148240
41,708,46.67,336,40294000,270360
41,708,37.84,148,26124000,207460
41,708,29.76,148,15157000,159950
41,708,29.08,76,15157000,159950
41,759,46.49,20,20137000,143830
41,759,45.88,280,20137000,143830
41,759,36.74,100,15821000,100660
41,759,36.38,78,15821000,100660
41,759,36.35,94,15821000,100660
41,759,36.34,49,15821000,100660
41,759,36.25,98,15821000,100660
41,759,36.02,40,15821000,100660
41,796,46.49,120,20155000,143950
41,796,45.88,218,20155000,143950
41,796,36.74,30,15836000,100740
41,796,36.38,98,15836000,100740
41,796,36.35,113,15836000,100740
41,796,36.34,59,15836000,100740
41,796,36.25,118,15836000,100740
41,796,36.02,40,15836000,100740
41,882,51.91,138,41572000,262170
41,882,46.97,60,31958000,217210
41,882,46.85,72,31958000,217210
41,882,46.57,305,31958000,217210
41,882,36.91,307,17102000,142310
41,615,59.88,128,51658000,324540
41,615,46.59,82,31711000,215550
41,615,46.57,291,31711000,215550
41,615,36.91,114,16971000,141210
41,470,51.91,71,41572000,262170
41,470,46.59,81,31958000,217210
41,470,46.57,206,31958000,217210
41,470,36.91,112,17102000,142310
41,477,51.91,114,40129000,253060
41,477,46.97,30,30848000,209680
41,477,46.85,60,30848000,209680
41,477,46.57,86,30848000,209680
41,477,36.91,187,16509000,137370
41,496,46.22,206,16071000,185450
41,496,36.63,290,12363000,148350
41,287,41.58,287,11400000,94640
41,540,46.99,148,27280000,230000
41,540,33.8,182,11430000,149000
41,540,26.92,192,9110000,122000
41,540,26.91,18,9110000,122000
41,447,46.52,137,27066000,240360
41,447,37.86,174,17214000,181670
41,447,29.63,136,10128000,142680
41,3,59.4514,2,17461000,145500
41,3,35.5956,1,6906000,57550
41,1017,55.88,136,54494000,371160
41,1017,46.93,350,45747000,312060
41,1017,36.8,339,28369000,192670
41,1017,26.9,192,20330000,138280
41,970,55.88,136,58132000,395560
41,970,46.93,326,48844000,332510
41,970,36.8,332,30269000,205230
41,970,26.9,176,20638000,141020
41,390,46.71,115,13599000,76640
41,390,39.84,207,11126000,69210
41,390,39.51,68,11126000,67970
41,330,51.93,207,26390000,180750
41,330,46.9,123,21570000,147000
41,531,51.93,306,26390000,180750
41,531,46.9,225,21570000,147000
41,503,49.7,294,23738000,162680
41,503,39.72,209,15784000,108440
41,773,49.7,220,23738000,162680
41,773,46.9,205,21570000,147000
41,773,39.72,348,15784000,108440
41,1124,49.7,580,23738000,162680
41,1124,46.9,280,21570000,147000
41,1124,46.75,10,21570000,145800
41,1124,39.72,254,15784000,108440
41,977,46.81,421,16909000,117060
41,977,39.48,176,11152000,93590
41,977,36.72,380,7794000,86820
41,550,59.58,330,26384000,144580
41,550,51.86,220,22786000,127310
41,324,46.9,120,19280000,132540
41,324,36.65,204,10964000,91560
41,1,49.89,1,19641000,134950
41,1384,43.9,304,31978000,231000
41,1384,33.97,600,15363000,171000
41,1384,26.97,480,12263000,143000
41,1256,59.94,112,38440000,319600
41,1256,51.7,202,30752000,263590
41,1256,46.96,240,25260000,241620
41,1256,46.94,178,25260000,241620
41,1256,36.98,422,13728000,190000
41,1256,36.9,36,13728000,190000
41,1256,29.95,66,11641000,152660
41,957,46.21,270,38119000,270170
41,957,37.58,326,24819000,208110
41,957,29.73,361,14298000,158620
41,428,51.53,264,15949000,133100
41,428,46.96,34,12951000,109110
41,428,46.9,96,12951000,109110
41,428,46.6,34,12951000,109110
41,1179,59.78,206,36544000,265100
41,1179,51.72,168,28988000,210580
41,1179,46.9,453,23288000,168450
41,1179,36.72,352,14368000,102800
41,1167,59.84,60,47317000,323340
41,1167,51.99,221,37203000,253430
41,1167,46.99,564,29587000,200970
41,1167,41.98,204,23595000,161040
41,1167,36.85,118,17977000,121070
41,822,59.95,76,42298000,385750
41,822,51.91,186,36545000,340630
41,822,41.64,370,25604000,221070
41,822,36.42,190,14775000,205280
41,694,46.01,226,30072000,244510
41,694,37.79,105,19709000,209160
41,694,37.19,126,19377000,207490
41,694,29.94,31,12056000,154570
41,694,26.41,167,10346000,138010
41,694,26.04,39,10183000,136060
41,1262,59.84,54,46950000,320830
41,1262,51.99,249,36916000,251460
41,1262,46.99,565,29358000,199430
41,1262,41.98,202,23412000,159790
41,1262,36.85,192,17837000,120130
41,1071,59.84,56,46950000,320830
41,1071,51.99,220,36916000,251460
41,1071,46.99,525,29358000,199430
41,1071,41.98,167,23412000,159790
41,1071,36.85,103,17837000,120130
41,736,59.9,66,46950000,320830
41,736,51.91,116,36916000,251460
41,736,51.81,40,36916000,251460
41,736,41.78,87,23412000,159790
41,736,41.64,231,23412000,159790
41,736,36.42,196,17837000,120130
41,836,59.84,52,47317000,323340
41,836,51.99,127,37203000,253430
41,836,46.99,441,29587000,200970
41,836,41.98,125,23595000,161040
41,836,36.85,91,17977000,121070
41,1275,51.93,243,29318000,209070
41,1275,46.9,816,23550000,168210
41,1275,39.46,216,16581000,117740
41,1176,45.92,464,16687000,204240
41,1176,36.7,712,13258000,158000
41,618,51.93,86,31157000,272630
41,618,46.9,176,24665000,221980
41,618,46.79,90,24665000,221980
41,618,39.63,86,18175000,153180
41,618,39.54,90,18175000,153180
41,618,39.46,90,18175000,153180
41,389,46.9,389,24665000,221980
41,712,59.88,142,41543000,345330
41,712,46.9,318,24665000,221980
41,712,39.72,123,18175000,153180
41,712,39.59,129,18175000,153180
41,948,59.88,114,41543000,345330
41,948,51.93,336,31157000,272630
41,948,46.9,216,24665000,221980
41,948,39.72,78,18175000,153180
41,948,39.59,204,18175000,153180
41,561,51.86,252,22241000,250370
41,561,46.96,156,19953000,193180
41,561,39.48,153,16649000,163940
41,981,59.57,248,25544000,287220
41,981,51.86,376,22241000,250370
41,981,46.96,180,19953000,193180
41,981,39.48,177,16649000,163940
41,816,51.86,263,23512000,261820
41,816,46.96,274,20971000,202070
41,816,39.48,279,17792000,169020
41,898,59.57,120,27263000,306370
41,898,51.86,302,24017000,267420
41,898,46.96,234,21420000,206410
41,898,39.48,242,18175000,172660
41,581,46.83,343,17395000,201730
41,581,36.91,238,12461000,149530
41,851,59.99,58,25343000,291500
41,851,59.88,29,25343000,291500
41,851,51.9,192,21971000,244060
41,851,46.83,147,15729000,188260
41,851,46.82,200,15729000,188260
41,851,36.92,225,11234000,140690
41,663,51.93,119,46862000,319610
41,663,46.9,389,37008000,253520
41,663,39.46,155,26435000,180230
41,980,51.93,142,46862000,319610
41,980,46.9,411,37008000,253520
41,980,39.46,237,26435000,180230
41,980,36.65,190,22468000,153790
41,693,45.53,238,20333000,205880
41,693,36.78,108,15250000,165200
41,693,36.57,347,15250000,165200
41,742,51.93,220,43819000,275900
41,742,46.9,387,34082000,232200
41,742,36.65,135,18476000,154790
41,512,51.93,90,43819000,275900
41,512,47.4,30,34082000,232200
41,512,46.9,262,34082000,232200
41,512,36.65,130,18476000,154790
41,866,51.93,164,43819000,275900
41,866,46.9,464,34082000,232200
41,866,36.65,238,18476000,154790
41,383,51.93,120,43819000,275900
41,383,46.9,130,34082000,232200
41,383,36.65,133,18476000,154790
41,1117,51.94,148,55558000,348700
41,1117,46.95,73,42909000,291970
41,1117,46.75,144,42909000,291970
41,1117,46.48,122,42909000,291970
41,1117,36.87,276,26122000,178480
41,1117,36.78,168,26122000,178480
41,1117,26.95,186,18557000,126470
41,136,39.42,136,19221000,175780
41,388,51.95,36,25293000,255690
41,388,51.86,352,25293000,255690
41,225,46.18,112,22241000,209710
41,225,39.51,113,19318000,176650
41,643,59.99,236,29086000,293490
41,643,46.47,230,23394000,217960
41,643,39.64,177,20233000,182630
41,644,36.7,241,17231000,156410
41,644,36.42,121,17099000,155210
41,822,59.64,80,22229000,301890
41,822,51.72,448,19278000,257770
41,822,51.49,294,19194000,256500
41,467,53.26,14,29086000,261760
41,467,51.92,293,29086000,249130
41,467,36.72,160,20233000,158060
41,506,59.94,59,55767000,342990
41,506,51.97,128,40055000,273440
41,506,46.96,164,30581000,231450
41,506,36.93,95,17269000,143910
41,506,36.91,60,17269000,143910
41,244,46.96,114,30581000,231450
41,244,46.91,8,30581000,231450
41,244,36.93,81,17269000,143910
41,244,36.91,41,17269000,143910
41,243,59.94,56,55767000,342990
41,243,51.97,139,40055000,273440
41,243,51.9,24,40055000,273440
41,243,51.86,24,40055000,273440
41,659,55.7,112,52149000,356870
41,659,46.94,90,44098000,300400
41,659,46.83,56,44098000,300400
41,659,46.73,45,44098000,300400
41,659,36.93,238,27756000,189840
41,659,26.91,118,19945000,135770
41,840,55.74,56,50220000,379510
41,840,55.7,56,50220000,379510
41,840,46.94,60,41505000,326760
41,840,46.83,153,41505000,326760
41,840,46.73,59,41505000,326760
41,840,36.93,292,19147000,263710
41,840,36.76,23,19147000,263710
41,840,26.91,141,13986000,185730
41,329,46.8,74,34200000,258000
41,329,37.47,9,21730000,196000
41,329,37.28,144,21730000,196000
41,329,29.97,18,12730000,152000
41,329,29.91,84,12730000,152000
41,463,46.24,158,23095000,244430
41,463,36.63,305,15729000,199230
41,1450,49.89,78,18761000,130210
41,1450,49.81,1060,18761000,130210
41,1450,39.94,222,15009000,84060
41,1450,39.64,90,15009000,84060
41,858,46.93,331,30126000,250090
41,858,36.78,60,15062000,188670
41,858,36.74,30,15062000,188330
41,858,36.68,437,15062000,187840
41,315,46.93,123,32454000,269430
41,315,36.78,42,16225000,203260
41,315,36.74,15,16225000,202870
41,315,36.68,135,16225000,202360
41,913,51.74,72,34397000,286640
41,913,46.94,142,28892000,240780
41,913,46.86,228,28892000,240780
41,913,36.9,412,16739000,170830
41,913,36.64,59,16739000,170830
41,625,51.58,86,33002000,276980
41,625,46.91,183,27109000,235740
41,625,36.89,356,15911000,168540
41,1161,51.74,351,33002000,276980
41,1161,46.97,118,27109000,235740
41,1161,46.85,120,27109000,235740
41,1161,46.75,60,27109000,235740
41,1161,36.97,198,15911000,168540
41,1161,32.16,157,14143000,141430
41,1161,26.16,157,11432000,110780
41,996,46.85,294,37635000,268820
41,996,46.7,90,37635000,268820
41,996,36.74,220,17204000,208600
41,996,36.65,90,17204000,208600
41,996,29.65,302,14300000,161290
41,322,46.51,148,20986000,223170
41,322,36.63,174,15110000,189950
41,525,46.22,255,17600000,155990
41,525,36.63,270,13952000,111230
41,445,51.93,205,30969000,211820
41,445,46.9,240,25023000,170940
41,784,59.94,334,33707000,222210
41,784,49.54,56,24969000,163530
41,784,29.53,310,9985000,88620
41,784,23.65,84,8738000,64890
41,2,59.94,1,20803000,173350
41,2,49.545,1,16175000,134770
41,775,51.93,202,24825000,208440
41,775,46.9,337,20147000,168660
41,775,36.65,236,13430000,113520
41,299,51.6,56,32772000,224230
41,299,46.46,129,25872000,178220
41,299,36.74,114,13798000,132230
41,917,59.88,592,29551000,246380
41,917,51.93,265,23994000,201510
41,917,51.91,60,23994000,201360
41,1316,59.89,168,30242000,270100
41,1316,51.93,383,25394000,212380
41,1316,46.97,75,21354000,167370
41,1316,46.91,45,21354000,167370
41,1316,46.9,315,21354000,167370
41,1316,46.63,150,21354000,167370
41,1316,39.63,180,17314000,101560
41,650,51.93,96,25394000,212380
41,650,46.9,52,21354000,167370
41,650,46.82,26,21354000,167370
41,650,46.61,58,21354000,167370
41,650,39.57,360,17314000,101560
41,650,39.47,58,17314000,101560
41,469,46.79,24,19195000,168510
41,469,46.73,271,19195000,168060
41,469,39.42,174,17427000,131450
41,1119,59.42,144,24232000,293900
41,1119,51.57,240,21018000,229860
41,1119,46.79,48,18792000,164960
41,1119,46.73,432,18792000,164530
41,1119,39.42,255,17060000,128680
41,1167,46.51,507,15867000,205780
41,1167,36.63,660,12496000,160100
41,1165,59.64,124,40323000,268430
41,1165,51.96,120,31682000,224650
41,1165,45.89,204,25345000,167610
41,1165,45.87,90,25345000,167610
41,1165,45.79,194,25345000,167610
41,1165,39.58,272,19585000,119810
41,1165,39.56,80,19585000,119810
41,1165,39.55,81,19585000,119810
41,1231,59.64,126,41975000,279420
41,1231,51.96,120,32980000,233850
41,1231,45.89,184,26384000,174480
41,1231,45.87,341,26384000,174480
41,1231,39.58,256,20386000,124700
41,1231,39.55,204,20386000,124700
41,1282,46.99,336,34055000,250410
41,1282,37.87,540,22035000,192440
41,1282,26.63,406,11421000,136840
41,1358,46.72,570,32850000,272220
41,1358,37.99,248,21448000,210210
41,1358,37.97,132,21437000,210150
41,1358,29.91,408,12372000,161090
41,1525,59.88,177,45535000,312710
41,1525,51.96,154,36757000,263340
41,1525,45.92,288,29076000,202980
41,1525,45.9,142,29076000,202980
41,1525,45.87,80,29076000,202980
41,1525,39.9,673,20847000,164580
41,1525,39.77,11,20847000,164580
41,1167,59.88,168,42177000,280770
41,1167,51.96,100,33139000,234980
41,1167,45.89,200,26510000,175320
41,1167,45.87,246,26510000,175320
41,1167,45.82,27,26510000,175320
41,1167,39.58,200,20485000,125320
41,1167,39.55,226,20485000,125320
41,1467,59.88,230,42056000,279960
41,1467,51.98,413,33044000,234300
41,1467,45.86,276,26435000,174820
41,1467,45.84,160,26435000,174820
41,1467,36.92,230,15859000,132160
41,1467,36.76,80,15859000,132160
41,1467,29.78,78,12616000,104520
41,1564,59.88,195,43121000,287470
41,1564,59.74,19,43121000,287470
41,1564,51.79,216,33921000,235720
41,1564,51.69,198,33921000,235720
41,1564,45.98,220,27022000,178220
41,1564,45.84,84,27022000,178220
41,1564,45.73,188,27022000,178220
41,1564,36.76,72,16097000,129930
41,1564,36.24,282,16097000,129930
41,1564,29.8,90,12993000,103490
41,1220,59.88,204,43286000,288570
41,1220,51.98,46,34051000,236620
41,1220,51.97,229,34051000,236620
41,1220,51.69,76,34051000,236620
41,1220,45.86,222,27125000,178900
41,1220,45.84,36,27125000,178900
41,1220,45.53,45,27125000,178900
41,1220,45.33,74,27125000,178900
41,1220,36.84,222,16159000,130430
41,1220,29.8,66,13043000,103880
41,464,51.6,158,25394000,173140
41,464,39.57,240,16159000,92330
41,464,36.57,66,12696000,80790
41,389,46.49,140,33155000,250120
41,389,37.47,132,21379000,192010
41,389,29.43,117,12236000,145380
41,1060,51.75,50,44413000,357280
41,1060,51.55,114,44413000,357280
41,1060,46.61,232,39246000,257240
41,1060,36.63,240,18646000,207930
41,1060,36.55,214,18646000,207930
41,1060,26.12,210,13221000,143510
41,992,51.75,160,44413000,357280
41,992,46.61,130,39246000,257240
41,992,46.49,132,39246000,257240
41,992,36.78,33,18646000,207930
41,992,36.64,207,18646000,207930
41,992,36.55,170,18646000,207930
41,992,26.12,160,13221000,143510
41,1191,51.75,78,42420000,344400
41,1191,51.55,90,42420000,344400
41,1191,46.61,156,34755000,290850
41,1191,46.49,132,34755000,290850
41,1191,36.64,207,17325000,207900
41,1191,36.63,192,17325000,207900
41,1191,36.55,152,17325000,207900
41,1191,26.12,184,12285000,142800
41,984,51.76,164,42781000,301240
41,984,46.4,228,37760000,276140
41,984,36.72,296,17849000,221500
41,984,26.89,296,13118000,146230
41,514,46.53,166,37292000,250660
41,514,37.93,181,25547000,203860
41,514,29.96,167,14517000,151930
41,494,46.22,253,14695000,178420
41,494,45.79,13,14574000,176470
41,494,36.63,228,11658000,140990
41,818,59.57,160,20677000,265190
41,818,51.88,270,18092000,229990
41,818,51.86,388,18092000,229990
41,638,46.22,345,15609000,200390
41,638,36.63,144,12284000,149370
41,638,36.3,29,12284000,149370
41,638,36.23,60,12284000,149370
41,638,36.19,60,12284000,149370
41,879,59.57,442,25419000,274510
41,879,51.95,29,22876000,232570
41,879,51.86,408,22876000,232570
41,1035,59.57,90,25964000,280400
41,1035,51.86,108,23367000,237570
41,1035,46.96,453,18175000,194720
41,1035,39.48,108,15577000,160960
41,1035,36.72,276,15577000,138900
41,59,39.144,59,9236000,77300
41,466,59.57,406,20446000,239410
41,466,51.86,60,17561000,210870
41,1531,45.32,558,14785000,190710
41,1531,36.37,973,11864000,113210
41,360,50.52,57,19695000,222970
41,360,45.87,180,15979000,210580
41,360,36.84,123,11221000,122630
41,613,46.23,38,44797000,266850
41,613,46.17,126,44797000,266850
41,613,37.29,211,29024000,205440
41,613,29.15,80,16442000,152180
41,613,29.09,158,16442000,152180
41,1590,46.9,304,45376000,289240
41,1590,36.99,794,21075000,229020
41,1590,29.95,156,17096000,177420
41,1590,29.93,336,17096000,177420
41,1632,46.95,96,45240000,268000
41,1632,36.95,788,21010000,212000
41,1632,36.93,140,21010000,212000
41,1632,26.82,608,15280000,150000
41,2180,46.82,544,45440000,289240
41,2180,36.87,1160,21064000,227950
41,2180,33.81,476,19150000,195700
41,748,59.88,60,59926000,360800
41,748,51.93,198,42447000,304600
41,748,46.9,242,36205000,248430
41,748,39.72,120,22471000,192250
41,748,39.48,128,22471000,192250
41,638,46.9,256,36205000,248430
41,638,39.72,252,22471000,192250
41,638,39.48,130,22471000,192250
41,401,51.93,80,42939000,308150
41,401,46.9,235,36623000,251320
41,401,39.48,86,22731000,194470
41,330,59.88,122,62317000,375180
41,330,51.93,208,44141000,316770
41,796,46.92,276,41463000,272660
41,796,37.48,280,26473000,207890
41,796,29.73,240,15327000,159780
41,1022,46.04,106,41000000,246000
41,1022,37.43,436,24200000,197000
41,1022,27.38,224,14700000,142000
41,1022,26.3,256,14300000,137000
41,876,46.94,288,39248000,251610
41,876,36.62,312,18601000,202140
41,876,26.68,276,12472000,134410
41,782,46.92,264,39000000,259000
41,782,36.6,286,19200000,206000
41,782,26.99,88,13400000,141000
41,782,26.9,144,13400000,141000
41,1547,51.72,64,43190000,332000
41,1547,51.56,115,43190000,332000
41,1547,46.47,276,38370000,308000
41,1547,36.85,618,18000000,245000
41,1547,33.65,474,16300000,207000
41,1031,47.69,190,44053000,296520
41,1031,46.86,50,42028000,289440
41,1031,46.78,54,42523000,292880
41,1031,38.29,210,28511000,227340
41,1031,37.99,68,27360000,224720
41,1031,37.82,98,27447000,225670
41,1031,28.13,204,14854000,166040
41,1031,28.06,157,14863000,166240
41,730,46.73,140,42831000,263600
41,730,36.72,280,19607000,204170
41,730,24.62,310,13181000,135360
41,1230,46.49,260,40983000,268080
41,1230,37.49,592,26423000,205980
41,1230,29.42,378,15133000,157420
41,2342,51.93,576,32859000,223060
41,2342,47.23,582,26384000,179890
41,2342,46.9,606,26384000,179890
41,2342,39.49,578,17148000,141500
41,682,59.98,110,41051000,286140
41,682,59.88,55,41051000,286140
41,682,47.23,138,25355000,172640
41,682,46.9,243,25355000,172640
41,682,39.49,136,16903000,129180
41,963,59.88,108,41051000,286140
41,963,51.93,331,31391000,220940
41,963,47.23,264,25355000,172640
41,963,39.49,260,16903000,129180
41,534,59.52,44,39171000,273040
41,534,51.93,368,29954000,210820
41,534,46.9,122,24194000,164740
41,231,59.52,44,39171000,273040
41,231,51.93,133,29954000,210820
41,231,39.72,54,16129000,123260
41,649,59.89,112,30880000,257130
41,649,51.93,84,24271000,203050
41,649,46.9,52,19225000,159800
41,649,46.7,70,19225000,159800
41,649,36.99,115,11895000,98520
41,649,36.61,216,11895000,98520
41,622,59.57,155,30969000,257660
41,622,51.92,467,24278000,201900
41,915,51.92,178,24278000,201900
41,915,46.96,162,19819000,172190
41,915,46.81,204,19819000,172190
41,915,39.84,200,13625000,113950
41,915,39.48,171,13625000,113950
41,842,59.57,116,31210000,259660
41,842,46.96,112,19973000,173520
41,842,46.81,260,19973000,173520
41,842,39.84,236,13731000,114830
41,842,39.48,118,13731000,114830
41,480,59.57,128,30969000,257660
41,480,51.92,312,24278000,201900
41,480,51.7,40,24278000,201900
41,1028,46.9,136,39064000,266250
41,1028,36.59,28,17681000,203540
41,1028,36.56,200,17681000,203540
41,1028,36.5,220,17681000,203540
41,1028,26.91,224,12952000,145970
41,1028,26.9,220,12952000,145970
41,972,46.88,140,40914000,264190
41,972,36.46,402,18606000,202510
41,972,26.9,430,13775000,144940
41,449,46.86,137,29954000,225190
41,449,37.8,165,20220000,181370
41,449,29.48,147,11231000,134660
41,545,46.47,190,36120000,267090
41,545,37.52,180,23684000,208940
41,545,29.74,175,13713000,161220
41,583,51.95,73,23470000,194730
41,583,51.86,144,23470000,194730
41,583,48.35,45,19473000,162290
41,583,46.96,125,19473000,162290
41,583,36.72,196,11609000,98610
41,1178,45.48,474,18501000,218140
41,1178,36.16,704,14630000,167770
41,790,46.55,388,44775000,253340
41,790,37.51,144,26571000,193050
41,790,26.85,258,13973000,146370
41,640,46.55,168,44775000,253340
41,640,37.9,124,26571000,193050
41,640,37.24,126,26571000,193050
41,640,26.85,222,13973000,146370
41,996,46.22,420,17966000,218300
41,996,36.63,570,14155000,167280
41,836,59.57,184,22027000,284550
41,836,51.86,652,19177000,247710
41,1150,51.93,274,26089000,227340
41,1150,46.8,112,21119000,178880
41,1150,46.7,112,21119000,178880
41,1150,36.99,300,13664000,108070
41,1150,36.62,176,13664000,108070
41,1150,26.68,176,9439000,78240
41,1330,51.91,219,26014000,226680
41,1330,46.9,204,21058000,178370
41,1330,46.8,60,21058000,178370
41,1330,46.7,84,21058000,178370
41,1330,36.99,195,13625000,107760
41,1330,36.62,362,13625000,107760
41,1330,36.42,86,13625000,107760
41,1330,26.68,120,9412000,78010
41,941,51.93,229,26343000,229550
41,941,46.9,387,21323000,180630
41,941,39.32,165,16307000,127930
41,941,36.65,160,13797000,109110
41,1742,46.81,264,38100000,246000
41,1742,36.59,734,17200000,190000
41,1742,36.49,78,17200000,190000
41,1742,26.59,666,12400000,132000
41,544,51.57,70,26014000,265610
41,544,46.42,156,20767000,213140
41,544,36.77,240,13116000,127880
41,544,26.55,78,9072000,92900
41,704,51.57,108,26014000,265610
41,704,46.42,156,20767000,213140
41,704,36.77,322,13116000,127880
41,704,26.55,118,9072000,92900
41,1242,46.98,98,40860000,273110
41,1242,46.9,74,40860000,273110
41,1242,46.82,132,40860000,273110
41,1242,36.98,50,18601000,211820
41,1242,36.85,112,18601000,211820
41,1242,36.81,420,18601000,211820
41,1242,26.89,276,13548000,149460
41,1242,26.87,80,13548000,149460
41,1473,51.92,124,45613000,340790
41,1473,51.91,159,45613000,340790
41,1473,46.96,221,39668000,311110
41,1473,46.4,75,39668000,311110
41,1473,36.99,24,19530000,257400
41,1473,36.96,346,19530000,257400
41,1473,33.96,336,18075000,223930
41,1473,26.47,188,13989000,174280
41,557,51.96,74,31606000,265210
41,557,51.95,37,31594000,265210
41,557,51.86,446,31495000,265210
41,1044,59.63,100,37476000,326620
41,1044,51.99,214,30715000,268530
41,1044,46.71,358,22834000,232240
41,1044,36.98,279,16452000,165720
41,1044,36.79,93,16452000,165720
41,781,59.63,67,37476000,326620
41,781,51.98,98,30715000,268530
41,781,51.64,102,30715000,268530
41,781,46.71,248,22834000,232240
41,781,36.98,209,16452000,165720
41,781,36.79,57,16452000,165720
