광역시코드,지역명,공급유형명,단지명,총세대수,전용면적,세대수,임대보증금,월임대료,최초입주년월
28,인천광역시 중구,국민임대,인천영종 A67블록 국민임대,457,46.01,139,50420000,261600,202203
28,인천광역시 중구,국민임대,인천영종 A67블록 국민임대,457,37.33,212,32903000,202060,202203
28,인천광역시 중구,국민임대,인천영종 A67블록 국민임대,457,29.07,106,18903000,153260,202203
28,인천광역시 중구,국민임대,인천영종1 LH,770,59.83,116,39614000,233270,
28,인천광역시 중구,국민임대,인천영종1 LH,770,46.13,129,25309000,148540,
28,인천광역시 중구,국민임대,인천영종1 LH,770,36.34,412,15405000,93520,
28,인천광역시 중구,국민임대,인천영종1 LH,770,29.75,113,12104000,78110,
28,인천광역시 중구,국민임대,인천영종7 LH,784,51.7,142,28583000,178080,
28,인천광역시 중구,국민임대,인천영종7 LH,784,46.13,129,23086000,136310,
28,인천광역시 중구,국민임대,인천영종7 LH,784,36.34,399,14291000,83540,
28,인천광역시 중구,국민임대,인천영종7 LH,784,29.75,114,10993000,71450,
41,경기도 가평군,국민임대,가평읍내2단지,335,51.64,71,22412000,125320,201009
41,경기도 가평군,국민임대,가평읍내2단지,335,51.45,25,22412000,125320,201009
41,경기도 가평군,국민임대,가평읍내2단지,335,41.05,165,15423000,84340,201009
41,경기도 가평군,국민임대,가평읍내2단지,335,33.13,74,10242000,57830,201009
41,경기도 고양시 덕양구,국민임대,고양삼송12(A12BL),1372,46.21,280,51461000,319070,201907
41,경기도 고양시 덕양구,국민임대,고양삼송12(A12BL),1372,37.25,528,32278000,239940,201907
41,경기도 고양시 덕양구,국민임대,고양삼송12(A12BL),1372,26.16,564,16565000,168470,201907
41,경기도 고양시 덕양구,국민임대,고양삼송14,930,59.25,64,54752000,412560,201409
41,경기도 고양시 덕양구,국민임대,고양삼송14,930,51.98,110,44767000,339050,201409
41,경기도 고양시 덕양구,국민임대,고양삼송14,930,46.94,55,35660000,278690,201409
41,경기도 고양시 덕양구,국민임대,고양삼송14,930,46.91,258,35660000,278690,201409
41,경기도 고양시 덕양구,국민임대,고양삼송14,930,46.52,123,35660000,278690,201409
41,경기도 고양시 덕양구,국민임대,고양삼송14,930,36.71,34,21505000,202980,201409
41,경기도 고양시 덕양구,국민임대,고양삼송14,930,36.62,286,21505000,202980,201409
41,경기도 고양시 덕양구,국민임대,고양삼송16,1201,59.25,168,53765000,384030,201311
41,경기도 고양시 덕양구,국민임대,고양삼송16,1201,51.98,124,43890000,329170,201311
41,경기도 고양시 덕양구,국민임대,고양삼송16,1201,46.94,71,37306000,274310,201311
41,경기도 고양시 덕양구,국민임대,고양삼송16,1201,46.91,278,37306000,274310,201311
41,경기도 고양시 덕양구,국민임대,고양삼송16,1201,46.52,139,37306000,274310,201311
41,경기도 고양시 덕양구,국민임대,고양삼송16,1201,36.71,34,19750000,197500,201311
41,경기도 고양시 덕양구,국민임대,고양삼송16,1201,36.62,281,19750000,197500,201311
41,경기도 고양시 덕양구,국민임대,고양삼송16,1201,26.49,106,14264000,153610,201311
41,경기도 고양시 덕양구,국민임대,고양삼송18,1890,59.25,228,58800000,399000,201507
41,경기도 고양시 덕양구,국민임대,고양삼송18,1890,51.98,222,46200000,346500,201507
41,경기도 고양시 덕양구,국민임대,고양삼송18,1890,46.91,293,36750000,304500,201507
41,경기도 고양시 덕양구,국민임대,고양삼송18,1890,46.67,135,36750000,304500,201507
41,경기도 고양시 덕양구,국민임대,고양삼송18,1890,36.62,708,19950000,220500,201507
41,경기도 고양시 덕양구,국민임대,고양삼송18,1890,36.51,164,19950000,220500,201507
41,경기도 고양시 덕양구,국민임대,고양삼송18,1890,26.49,140,14700000,162750,201507
41,경기도 고양시 덕양구,국민임대,고양삼송2(신원),1495,59.95,166,52743000,378370,201305
41,경기도 고양시 덕양구,국민임대,고양삼송2(신원),1495,51.6,238,41277000,309580,201305
41,경기도 고양시 덕양구,국민임대,고양삼송2(신원),1495,46.46,503,33251000,275170,201305
41,경기도 고양시 덕양구,국민임대,고양삼송2(신원),1495,36.74,476,20523000,194910,201305
41,경기도 고양시 덕양구,국민임대,고양삼송2(신원),1495,26.64,112,14790000,149050,201305
41,경기도 고양시 덕양구,국민임대,고양삼송3(신원),866,59.95,78,52743000,378370,201306
41,경기도 고양시 덕양구,국민임대,고양삼송3(신원),866,51.6,40,41277000,309580,201306
41,경기도 고양시 덕양구,국민임대,고양삼송3(신원),866,46.46,476,33251000,275170,201306
41,경기도 고양시 덕양구,국민임대,고양삼송3(신원),866,36.74,272,20523000,194910,201306
41,경기도 고양시 덕양구,국민임대,고양삼송4(신원),1302,46.98,450,47070000,313800,999912
41,경기도 고양시 덕양구,국민임대,고양삼송4(신원),1302,36.92,384,22279000,247900,999912
41,경기도 고양시 덕양구,국민임대,고양삼송4(신원),1302,26.98,468,16317000,175720,999912
41,경기도 고양시 덕양구,국민임대,고양원흥1,1238,46.27,392,30723000,263340,201410
41,경기도 고양시 덕양구,국민임대,고양원흥1,1238,36.73,846,18104000,186530,201410
41,경기도 고양시 덕양구,국민임대,고양지축 S-1블록 국민·영구임대주택,750,46.8,216,50025000,265510,202110
41,경기도 고양시 덕양구,국민임대,고양지축 S-1블록 국민·영구임대주택,750,37.61,108,32171000,204060,202110
41,경기도 고양시 덕양구,국민임대,고양지축 S-1블록 국민·영구임대주택,750,29.5,426,18664000,156540,202110
41,경기도 고양시 덕양구,국민임대,고양행신1(서정),1185,46.9,730,34477000,288920,200808
41,경기도 고양시 덕양구,국민임대,고양행신1(서정),1185,39.72,112,25004000,209950,200808
41,경기도 고양시 덕양구,국민임대,고양행신1(서정),1185,39.48,343,24877000,208470,200808
41,경기도 고양시 덕양구,국민임대,고양행신2(서정),477,46.9,264,31331000,262690,200804
41,경기도 고양시 덕양구,국민임대,고양행신2(서정),477,39.48,213,22412000,188300,200804
41,경기도 고양시 덕양구,국민임대,고양행신3(서정),1046,46.9,592,34477000,288920,200807
41,경기도 고양시 덕양구,국민임대,고양행신3(서정),1046,39.72,170,25004000,209950,200807
41,경기도 고양시 덕양구,국민임대,고양행신3(서정),1046,39.48,284,24877000,208470,200807
41,경기도 고양시 덕양구,국민임대,고양향동 A1BL,431,46.48,32,56807000,306540,201912
41,경기도 고양시 덕양구,국민임대,고양향동 A1BL,431,37.73,193,36866000,239390,201912
41,경기도 고양시 덕양구,국민임대,고양향동 A1BL,431,23.87,206,17039000,148090,201912
41,경기도 고양시 일산동구,국민임대,고양일산1(하늘),1378,59.89,20,37058000,309780,200711
41,경기도 고양시 일산동구,국민임대,고양일산1(하늘),1378,59.57,396,36818000,308470,200711
41,경기도 고양시 일산동구,국민임대,고양일산1(하늘),1378,51.86,962,30101000,251500,200711
41,경기도 고양시 일산동구,국민임대,고양일산3(하늘),583,59.89,36,38577000,322480,200706
41,경기도 고양시 일산동구,국민임대,고양일산3(하늘),583,59.57,367,38327000,321110,200706
41,경기도 고양시 일산동구,국민임대,고양일산3(하늘),583,51.86,180,31335000,261810,200706
41,경기도 고양시 일산동구,국민임대,고양일산4(하늘),782,46.48,80,26092000,211440,200706
41,경기도 고양시 일산동구,국민임대,고양일산4(하늘),782,46.47,180,26092000,211370,200706
41,경기도 고양시 일산동구,국민임대,고양일산4(하늘),782,39.15,174,19723000,166960,200706
41,경기도 고양시 일산동구,국민임대,고양일산4(하늘),782,36.22,348,15854000,160640,200706
41,경기도 고양시 일산동구,국민임대,고양풍동1(숲속),1019,46.9,400,25667000,214340,200711
41,경기도 고양시 일산동구,국민임대,고양풍동1(숲속),1019,39.72,440,19159000,161120,200711
41,경기도 고양시 일산동구,국민임대,고양풍동1(숲속),1019,39.48,179,19039000,160220,200711
41,경기도 고양시 일산동구,국민임대,고양풍동4(숲속),822,59.57,144,29422000,291070,
41,경기도 고양시 일산동구,국민임대,고양풍동4(숲속),822,59.45,266,29360000,290460,
41,경기도 고양시 일산동구,국민임대,고양풍동4(숲속),822,51.88,412,25016000,246320,
41,경기도 광명시,국민임대,광명소하1(국임),593,51.93,187,45193000,308350,200909
41,경기도 광명시,국민임대,광명소하1(국임),593,46.9,195,37454000,259660,200909
41,경기도 광명시,국민임대,광명소하1(국임),593,39.72,40,23720000,197230,200909
41,경기도 광명시,국민임대,광명소하1(국임),593,39.59,171,23720000,197230,200909
41,경기도 광명시,국민임대,광명소하4(국임),898,59.61,106,59245000,356190,200908
41,경기도 광명시,국민임대,광명소하4(국임),898,51.93,180,43414000,296210,200908
41,경기도 광명시,국민임대,광명소하4(국임),898,46.9,293,35979000,249440,200908
41,경기도 광명시,국민임대,광명소하4(국임),898,39.72,100,22786000,189470,200908
41,경기도 광명시,국민임대,광명소하4(국임),898,39.59,219,22786000,189470,200908
41,경기도 광명시,국민임대,광명소하6(국임),1174,59.61,168,59245000,356190,200906
41,경기도 광명시,국민임대,광명소하6(국임),1174,51.93,202,43414000,296210,200906
41,경기도 광명시,국민임대,광명소하6(국임),1174,46.96,33,35979000,249440,200906
41,경기도 광명시,국민임대,광명소하6(국임),1174,46.9,349,35979000,249440,200906
41,경기도 광명시,국민임대,광명소하6(국임),1174,39.77,174,22786000,189470,200906
41,경기도 광명시,국민임대,광명소하6(국임),1174,39.72,248,22786000,189470,200906
41,경기도 광명시,국민임대,"광명신촌(03,주환) 2단지",875,59.94,136,58813000,358640,201010
41,경기도 광명시,국민임대,"광명신촌(03,주환) 2단지",875,59.92,28,58813000,358640,201010
41,경기도 광명시,국민임대,"광명신촌(03,주환) 2단지",875,59.87,296,58813000,358640,201010
41,경기도 광명시,국민임대,"광명신촌(03,주환) 2단지",875,59.59,142,58813000,358640,201010
41,경기도 광명시,국민임대,"광명신촌(03,주환) 2단지",875,51.9,103,43821000,296360,201010
41,경기도 광명시,국민임대,"광명신촌(03,주환) 2단지",875,51.81,15,43821000,296360,201010
41,경기도 광명시,국민임대,"광명신촌(03,주환) 2단지",875,46.96,89,35748000,252540,201010
41,경기도 광명시,국민임대,"광명신촌(03,주환) 2단지",875,39.62,66,21910000,190270,201010
41,경기도 광명시,국민임대,"광명역세권(03,택) 1단지",1354,51.96,554,41784000,285100,201012
41,경기도 광명시,국민임대,"광명역세권(03,택) 1단지",1354,51.71,24,41784000,285100,201012
41,경기도 광명시,국민임대,"광명역세권(03,택) 1단지",1354,46.9,296,34629000,240090,201012
41,경기도 광명시,국민임대,"광명역세권(03,택) 1단지",1354,46.81,60,34629000,240090,201012
41,경기도 광명시,국민임대,"광명역세권(03,택) 1단지",1354,39.79,420,21931000,182370,201012
41,경기도 광명시,국민임대,"광명역세권(03,택) 2단지",754,51.96,265,41784000,285100,201012
41,경기도 광명시,국민임대,"광명역세권(03,택) 2단지",754,51.71,51,41784000,285100,201012
41,경기도 광명시,국민임대,"광명역세권(03,택) 2단지",754,51.46,60,41784000,285100,201012
41,경기도 광명시,국민임대,"광명역세권(03,택) 2단지",754,46.9,232,34629000,240090,201012
41,경기도 광명시,국민임대,"광명역세권(03,택) 2단지",754,46.81,30,34629000,240090,201012
41,경기도 광명시,국민임대,"광명역세권(03,택) 2단지",754,39.79,116,21931000,182370,201012
41,경기도 구리시,국민임대,구리갈매1단지,1166,46.74,144,36600000,255000,201607
41,경기도 구리시,국민임대,구리갈매1단지,1166,46.46,140,36600000,255000,201607
41,경기도 구리시,국민임대,구리갈매1단지,1166,36.98,556,16950000,200000,201607
41,경기도 구리시,국민임대,구리갈매1단지,1166,36.89,326,16950000,200000,201607
41,경기도 군포시,국민임대,군포당동2(05) 1단지,414,46.51,110,38622000,322580,1
41,경기도 군포시,국민임대,군포당동2(05) 1단지,414,36.56,278,21176000,229320,1
41,경기도 군포시,국민임대,군포당동2(05) 1단지,414,26.66,26,15361000,162390,1
41,경기도 군포시,국민임대,군포부곡1(국임),561,51.16,94,42119000,263850,1
41,경기도 군포시,국민임대,군포부곡1(국임),561,46.39,102,32704000,222970,1
41,경기도 군포시,국민임대,군포부곡1(국임),561,46.37,158,32704000,222970,1
41,경기도 군포시,국민임대,군포부곡1(국임),561,36.73,207,18581000,157300,1
41,경기도 군포시,국민임대,군포부곡2(국임),891,59.42,140,52059000,327770,1
41,경기도 군포시,국민임대,군포부곡2(국임),891,51.16,168,40972000,256670,1
41,경기도 군포시,국민임대,군포부곡2(국임),891,46.39,114,31814000,216900,1
41,경기도 군포시,국민임대,군포부곡2(국임),891,46.37,134,31814000,216900,1
41,경기도 군포시,국민임대,군포부곡2(국임),891,36.73,335,18075000,153020,1
41,경기도 군포시,국민임대,군포송정 A-1블록 국민임대,120,33.97,18,17311000,174630,201907
41,경기도 군포시,국민임대,군포송정 A-1블록 국민임대,120,33.82,102,17311000,174630,201907
41,경기도 김포시,국민임대,김포마송,970,45.32,360,17676000,98910,200305
41,경기도 김포시,국민임대,김포마송,970,45.03,30,17563000,98260,200305
41,경기도 김포시,국민임대,김포마송,970,36.44,296,14212000,79510,200305
41,경기도 김포시,국민임대,김포마송,970,36.34,120,14171000,79290,200305
41,경기도 김포시,국민임대,김포마송,970,36.2,164,14119000,78990,200305
41,경기도 김포시,국민임대,김포마송 A-3블록 국민임대,1088,46.33,546,29394000,213170,202103
41,경기도 김포시,국민임대,김포마송 A-3블록 국민임대,1088,37.49,212,18642000,159680,202103
41,경기도 김포시,국민임대,김포마송 A-3블록 국민임대,1088,29.82,330,10144000,115170,202103
41,경기도 김포시,국민임대,김포마송 B-7블록 국민임대,712,51.31,162,33603000,249580,202212
41,경기도 김포시,국민임대,김포마송 B-7블록 국민임대,712,43.21,194,25786000,196850,202212
41,경기도 김포시,국민임대,김포마송 B-7블록 국민임대,712,37.23,142,19135000,178450,202212
41,경기도 김포시,국민임대,김포마송 B-7블록 국민임대,712,29.78,214,10235000,126280,202212
41,경기도 김포시,국민임대,김포마송10(매수리마을),699,55.89,114,35688000,240090,202203
41,경기도 김포시,국민임대,김포마송10(매수리마을),699,51.99,60,30576000,207770,202203
41,경기도 김포시,국민임대,김포마송10(매수리마을),699,51.53,103,30576000,207770,202203
41,경기도 김포시,국민임대,김포마송10(매수리마을),699,46.87,310,23500000,177750,202203
41,경기도 김포시,국민임대,김포마송10(매수리마을),699,36.86,112,15649000,120150,202203
41,경기도 김포시,국민임대,김포마송9(매수리마을),951,55.89,138,33745000,229260,202203
41,경기도 김포시,국민임대,김포마송9(매수리마을),951,51.99,177,28332000,206220,202203
41,경기도 김포시,국민임대,김포마송9(매수리마을),951,46.87,341,22436000,171650,202203
41,경기도 김포시,국민임대,김포마송9(매수리마을),951,36.86,295,15041000,118890,202203
41,경기도 김포시,국민임대,김포서암단지,836,51.93,90,27261000,226660,202105
41,경기도 김포시,국민임대,김포서암단지,836,46.9,387,22152000,183480,202105
41,경기도 김포시,국민임대,김포서암단지,836,39.98,129,16634000,136060,202105
41,경기도 김포시,국민임대,김포서암단지,836,39.72,230,16634000,136060,202105
41,경기도 김포시,국민임대,김포양곡,718,45.01,270,17656000,101700,202202
41,경기도 김포시,국민임대,김포양곡,718,36.35,60,14939000,78060,202202
41,경기도 김포시,국민임대,김포양곡,718,36.34,30,14939000,78060,202202
41,경기도 김포시,국민임대,김포양곡,718,36.3,298,14939000,78060,202202
41,경기도 김포시,국민임대,김포양곡,718,36.25,60,14939000,78060,202202
41,경기도 김포시,국민임대,김포양곡1(곡촌마을),421,55.6,87,36314000,241600,202105
41,경기도 김포시,국민임대,김포양곡1(곡촌마을),421,51.93,58,31728000,225450,202105
41,경기도 김포시,국민임대,김포양곡1(곡촌마을),421,46.97,218,24700000,189520,202105
41,경기도 김포시,국민임대,김포양곡1(곡촌마을),421,36.65,58,15202000,120130,202105
41,경기도 김포시,국민임대,김포양곡2(곡촌마을),557,55.6,54,37983000,252710,202105
41,경기도 김포시,국민임대,김포양곡2(곡촌마을),557,51.93,160,31728000,225450,202105
41,경기도 김포시,국민임대,김포양곡2(곡촌마을),557,46.97,157,24700000,189520,202105
41,경기도 김포시,국민임대,김포양곡2(곡촌마을),557,36.65,186,15202000,120130,202105
41,경기도 김포시,국민임대,김포양곡2-1단지,818,59.89,180,42442000,311660,202105
41,경기도 김포시,국민임대,김포양곡2-1단지,818,51.93,292,33601000,224680,202105
41,경기도 김포시,국민임대,김포양곡2-1단지,818,51.86,43,33601000,224680,202105
41,경기도 김포시,국민임대,김포양곡2-1단지,818,36.62,105,16299000,123750,202105
41,경기도 김포시,국민임대,김포양곡2-1단지,818,29.91,198,13336000,93710,202105
41,경기도 김포시,국민임대,김포양곡6(곡촌마을),377,55.6,66,36314000,241600,202203
41,경기도 김포시,국민임대,김포양곡6(곡촌마을),377,51.93,90,31728000,225450,202203
41,경기도 김포시,국민임대,김포양곡6(곡촌마을),377,46.97,163,24700000,189520,202203
41,경기도 김포시,국민임대,김포양곡6(곡촌마을),377,36.65,58,15202000,120130,202203
41,경기도 김포시,국민임대,김포양곡8(고다니마을),765,55.6,114,37983000,252710,202105
41,경기도 김포시,국민임대,김포양곡8(고다니마을),765,51.93,168,31728000,225450,202105
41,경기도 김포시,국민임대,김포양곡8(고다니마을),765,46.97,137,24700000,189520,202105
41,경기도 김포시,국민임대,김포양곡8(고다니마을),765,46.9,82,24700000,189520,202105
41,경기도 김포시,국민임대,김포양곡8(고다니마을),765,36.97,87,15202000,120130,202105
41,경기도 김포시,국민임대,김포양곡8(고다니마을),765,36.68,177,15202000,120130,202105
41,경기도 김포시,국민임대,김포양곡9(고다니마을),384,55.98,51,39225000,252090,202012
41,경기도 김포시,국민임대,김포양곡9(고다니마을),384,55.6,66,39225000,252090,202012
41,경기도 김포시,국민임대,김포양곡9(고다니마을),384,46.97,28,25698000,189670,202012
41,경기도 김포시,국민임대,김포양곡9(고다니마을),384,46.9,45,25698000,189670,202012
41,경기도 김포시,국민임대,김포양곡9(고다니마을),384,36.97,45,15664000,123620,202012
41,경기도 김포시,국민임대,김포양곡9(고다니마을),384,36.68,149,15664000,123620,202012
41,경기도 김포시,국민임대,김포양촌1(원님마을),314,46.98,83,23312000,189520,202105
41,경기도 김포시,국민임대,김포양촌1(원님마을),314,46.94,29,23312000,189520,202105
41,경기도 김포시,국민임대,김포양촌1(원님마을),314,39.61,72,16589000,136250,202105
41,경기도 김포시,국민임대,김포양촌1(원님마을),314,33.92,72,13355000,102800,202105
41,경기도 김포시,국민임대,김포양촌1(원님마을),314,33.77,58,13355000,102800,202105
41,경기도 김포시,국민임대,김포장기,1114,59.89,180,40205000,333630,200806
41,경기도 김포시,국민임대,김포장기,1114,51.93,280,32997000,272630,200806
41,경기도 김포시,국민임대,김포장기,1114,46.96,29,26889000,221980,200806
41,경기도 김포시,국민임대,김포장기,1114,46.9,465,26889000,221980,200806
41,경기도 김포시,국민임대,김포장기,1114,39.56,160,19272000,158370,200806
41,경기도 김포시,국민임대,김포한강나비3단지,690,59.46,166,43680000,312310,202012
41,경기도 김포시,국민임대,김포한강나비3단지,690,46.56,524,28392000,194370,202012
41,경기도 김포시,국민임대,김포한강솔터2단지,1860,59.42,80,43745000,328610,202105
41,경기도 김포시,국민임대,김포한강솔터2단지,1860,46.83,96,29840000,210410,202105
41,경기도 김포시,국민임대,김포한강솔터2단지,1860,46.56,352,29840000,210410,202105
41,경기도 김포시,국민임대,김포한강솔터2단지,1860,36.63,96,17871000,144190,202105
41,경기도 김포시,국민임대,김포한강솔터2단지,1860,36.61,48,17871000,144190,202105
41,경기도 김포시,국민임대,김포한강솔터2단지,1860,36.52,94,17871000,144190,202105
41,경기도 김포시,국민임대,김포한강솔터2단지,1860,36.47,388,17871000,144190,202105
41,경기도 김포시,국민임대,김포한강솔터2단지,1860,36.37,424,17871000,144190,202105
41,경기도 김포시,국민임대,김포한강솔터2단지,1860,29.57,282,14184000,115830,202105
41,경기도 김포시,국민임대,김포한강솔터3단지,2230,59.43,192,44717000,322170,202012
41,경기도 김포시,국민임대,김포한강솔터3단지,2230,46.83,455,29811000,200640,202012
41,경기도 김포시,국민임대,김포한강솔터3단지,2230,46.56,34,29811000,200640,202012
41,경기도 김포시,국민임대,김포한강솔터3단지,2230,36.63,46,17198000,142160,202012
41,경기도 김포시,국민임대,김포한강솔터3단지,2230,36.61,73,17198000,142160,202012
41,경기도 김포시,국민임대,김포한강솔터3단지,2230,36.52,130,17198000,142160,202012
41,경기도 김포시,국민임대,김포한강솔터3단지,2230,36.45,192,17198000,142160,202012
41,경기도 김포시,국민임대,김포한강솔터3단지,2230,36.36,722,17198000,142160,202012
41,경기도 김포시,국민임대,김포한강솔터3단지,2230,29.57,386,13758000,114650,202012
41,경기도 김포시,국민임대,수정마을2단지,1250,51.98,26,40863000,276370,202012
41,경기도 김포시,국민임대,수정마을2단지,1250,51.96,104,40863000,276370,202012
41,경기도 김포시,국민임대,수정마을2단지,1250,46.87,152,30731000,222290,202012
41,경기도 김포시,국민임대,수정마을2단지,1250,46.66,86,30731000,222290,202012
41,경기도 김포시,국민임대,수정마을2단지,1250,39.77,494,22589000,170610,202012
41,경기도 김포시,국민임대,수정마을2단지,1250,39.66,98,22589000,170610,202012
41,경기도 김포시,국민임대,수정마을2단지,1250,33.66,290,16942000,138180,202012
41,경기도 남양주시,국민임대,남양주가운1,1417,46.71,88,32839000,274950,200810
41,경기도 남양주시,국민임대,남양주가운1,1417,46.7,480,32839000,274800,200810
41,경기도 남양주시,국민임대,남양주가운1,1417,46.61,196,32839000,273770,200810
41,경기도 남양주시,국민임대,남양주가운1,1417,36.79,596,16661000,193510,200810
41,경기도 남양주시,국민임대,남양주가운1,1417,36.47,57,16540000,191660,200810
41,경기도 남양주시,국민임대,남양주가운2,388,46.7,150,34349000,287440,200810
41,경기도 남양주시,국민임대,남양주가운2,388,46.61,52,34349000,286360,200810
41,경기도 남양주시,국민임대,남양주가운2,388,36.79,179,17427000,202410,200810
41,경기도 남양주시,국민임대,남양주가운2,388,36.47,7,17300000,200470,200810
41,경기도 남양주시,국민임대,남양주마석,488,59.64,120,17647000,234590,200305
41,경기도 남양주시,국민임대,남양주마석,488,51.95,210,15372000,201600,200305
41,경기도 남양주시,국민임대,남양주마석,488,51.49,158,15236000,199630,200305
41,경기도 남양주시,국민임대,남양주미리내마을4-3단지,368,46.85,64,47698000,308130,201701
41,경기도 남양주시,국민임대,남양주미리내마을4-3단지,368,37.98,128,30928000,238380,201701
41,경기도 남양주시,국민임대,남양주미리내마을4-3단지,368,26.99,176,16031000,168640,201701
41,경기도 남양주시,국민임대,남양주미리내마을4-4단지,1331,59.4,150,56996000,411200,201401
41,경기도 남양주시,국민임대,남양주미리내마을4-4단지,1331,51.98,86,45574000,362080,201401
41,경기도 남양주시,국민임대,남양주미리내마을4-4단지,1331,51.57,108,45574000,362080,201401
41,경기도 남양주시,국민임대,남양주미리내마을4-4단지,1331,46.94,50,37122000,302680,201401
41,경기도 남양주시,국민임대,남양주미리내마을4-4단지,1331,46.7,100,37122000,302680,201401
41,경기도 남양주시,국민임대,남양주미리내마을4-4단지,1331,46.64,36,37122000,302680,201401
41,경기도 남양주시,국민임대,남양주미리내마을4-4단지,1331,46.42,257,37122000,302680,201401
41,경기도 남양주시,국민임대,남양주미리내마을4-4단지,1331,36.73,150,20217000,215870,201401
41,경기도 남양주시,국민임대,남양주미리내마을4-4단지,1331,36.64,262,20217000,215870,201401
41,경기도 남양주시,국민임대,남양주미리내마을4-4단지,1331,26.88,84,14848000,158760,201401
41,경기도 남양주시,국민임대,남양주미리내마을4-4단지,1331,26.47,48,14848000,158760,201401
41,경기도 남양주시,국민임대,남양주별가람1-3단지,679,51.25,125,44546000,365510,201311
41,경기도 남양주시,국민임대,남양주별가람1-3단지,679,46.42,274,36551000,302680,201311
41,경기도 남양주시,국민임대,남양주별가람1-3단지,679,36.64,280,20559000,199880,201311
41,경기도 남양주시,국민임대,남양주별내A13BL 국민임대,787,46.16,304,46152000,302140,202109
41,경기도 남양주시,국민임대,남양주별내A13BL 국민임대,787,37.7,331,30147000,235100,202109
41,경기도 남양주시,국민임대,남양주별내A13BL 국민임대,787,26.4,152,15431000,164000,202109
41,경기도 남양주시,국민임대,남양주별빛3-5단지,752,51.85,176,47001000,338840,201412
41,경기도 남양주시,국민임대,남양주별빛3-5단지,752,46.42,138,37163000,295120,201412
41,경기도 남양주시,국민임대,남양주별빛3-5단지,752,36.64,438,19784000,224070,201412
41,경기도 남양주시,국민임대,남양주별빛3단지,1144,59.4,128,55540000,419640,201310
41,경기도 남양주시,국민임대,남양주별빛3단지,1144,51.98,122,44176000,368040,201310
41,경기도 남양주시,국민임대,남양주별빛3단지,1144,46.94,64,36242000,301540,201310
41,경기도 남양주시,국민임대,남양주별빛3단지,1144,46.7,140,36242000,301540,201310
41,경기도 남양주시,국민임대,남양주별빛3단지,1144,46.42,72,36242000,301540,201310
41,경기도 남양주시,국민임대,남양주별빛3단지,1144,36.73,210,21085000,201790,201310
41,경기도 남양주시,국민임대,남양주별빛3단지,1144,36.64,168,21085000,201790,201310
41,경기도 남양주시,국민임대,남양주별빛3단지,1144,26.88,132,15340000,150190,201310
41,경기도 남양주시,국민임대,남양주별빛3단지,1144,26.47,108,15340000,150190,201310
41,경기도 남양주시,국민임대,남양주별사랑2-10단지,886,51.5,120,44772000,338520,201411
41,경기도 남양주시,국민임대,남양주별사랑2-10단지,886,46.7,382,36036000,283920,201411
41,경기도 남양주시,국민임대,남양주별사랑2-10단지,886,46.42,68,36036000,283920,201411
41,경기도 남양주시,국민임대,남양주별사랑2-10단지,886,36.73,282,19656000,202010,201411
41,경기도 남양주시,국민임대,남양주별사랑2-10단지,886,26.97,34,14196000,152880,201411
41,경기도 남양주시,국민임대,남양주별사랑2-2단지,574,51.25,114,47283000,329770,201411
41,경기도 남양주시,국민임대,남양주별사랑2-2단지,574,46.42,240,36036000,300290,201411
41,경기도 남양주시,국민임대,남양주별사랑2-2단지,574,36.64,220,19109000,218400,201411
41,경기도 남양주시,국민임대,남양주별사랑2-7단지,772,51.88,120,48312000,338840,201505
41,경기도 남양주시,국민임대,남양주별사랑2-7단지,772,46.79,320,39349000,312610,201505
